frame,track_id,class_id,confidence,xmin,ymin,xmax,ymax
144,1.0,3,0.8729,671.10,439.77,826.02,766.96
144,2.0,4,0.4615,1831.35,140.74,1919.97,1062.89
144,3.0,4,0.1725,1615.93,501.71,1920.00,1077.63
145,1.0,3,0.8755,671.38,443.86,825.04,767.52
145,2.0,4,0.4568,1831.41,139.87,1920.00,1063.26
145,3.0,4,0.1791,1616.26,503.34,1919.85,1077.59
146,1.0,3,0.8666,670.89,447.01,823.73,768.34
146,2.0,4,0.4589,1831.66,141.15,1920.00,1062.53
146,3.0,4,0.1929,1616.49,504.23,1919.66,1077.54
147,1.0,3,0.8665,670.69,449.76,823.24,769.50
147,2.0,4,0.4650,1831.73,141.56,1919.96,1060.82
147,3.0,4,0.1892,1616.50,504.30,1919.66,1077.48
148,1.0,3,0.8738,670.32,454.14,821.20,769.79
148,2.0,4,0.4565,1831.97,141.67,1920.00,1060.12
148,3.0,4,0.1899,1616.31,503.23,1919.99,1077.49
149,1.0,3,0.8724,670.57,457.13,820.49,769.97
149,2.0,4,0.4555,1832.11,142.00,1920.00,1060.21
149,3.0,4,0.1954,1616.63,504.22,1919.83,1077.53
150,1.0,3,0.8691,670.28,458.67,819.67,770.05
150,2.0,4,0.4559,1832.20,143.52,1920.00,1060.51
150,3.0,4,0.1982,1616.57,503.86,1919.95,1077.55
151,1.0,3,0.8638,669.58,460.18,817.83,769.47
151,2.0,4,0.4573,1832.16,142.68,1920.00,1059.90
151,3.0,4,0.1882,1616.49,503.93,1919.87,1077.56
152,1.0,3,0.8671,669.40,460.85,816.84,768.84
152,2.0,4,0.4633,1832.27,145.11,1919.91,1059.84
152,3.0,4,0.2001,1616.47,504.34,1919.71,1077.58
153,1.0,3,0.8658,668.98,461.06,816.11,768.88
153,2.0,4,0.4627,1832.14,144.75,1919.82,1059.73
153,3.0,4,0.1998,1616.44,504.68,1919.59,1077.59
154,1.0,3,0.8647,668.54,460.88,815.28,768.55
154,2.0,4,0.4622,1832.03,143.79,1919.85,1060.19
154,3.0,4,0.1989,1616.36,504.42,1919.68,1077.58
155,1.0,3,0.8631,668.41,460.59,814.74,767.85
155,2.0,4,0.4615,1831.96,142.45,1919.92,1060.48
155,3.0,4,0.1923,1616.27,504.30,1919.69,1077.57
156,1.0,3,0.8598,667.70,460.35,813.49,767.32
156,2.0,4,0.4629,1831.95,141.65,1919.93,1060.07
156,3.0,4,0.1889,1616.06,503.05,1920.00,1077.56
157,1.0,3,0.8636,667.72,460.03,812.94,766.84
157,2.0,4,0.4623,1831.95,140.50,1919.95,1059.31
157,3.0,4,0.1955,1615.94,502.41,1920.00,1077.53
158,1.0,3,0.8580,669.26,460.04,814.12,766.42
158,2.0,4,0.4650,1831.93,139.91,1920.00,1060.30
158,3.0,4,0.1863,1615.76,501.79,1920.00,1077.66
159,1.0,3,0.8544,669.33,459.88,814.29,766.99
159,2.0,4,0.4681,1831.90,139.49,1920.00,1060.71
159,3.0,4,0.1847,1616.10,502.64,1920.00,1077.67
160,1.0,3,0.8551,668.93,460.11,813.39,767.00
160,2.0,4,0.4665,1831.88,139.51,1920.00,1060.60
160,3.0,4,0.1839,1616.18,503.01,1920.00,1077.68
161,1.0,3,0.8650,669.50,459.96,813.23,766.65
161,2.0,4,0.4664,1831.90,140.30,1919.95,1060.68
161,3.0,4,0.1824,1616.26,503.76,1919.80,1077.68
162,1.0,3,0.8580,669.42,459.61,812.98,766.76
162,2.0,4,0.4637,1831.97,140.56,1920.00,1061.17
162,3.0,4,0.1854,1616.34,504.16,1919.70,1077.65
163,1.0,3,0.8627,669.86,459.35,812.97,766.87
163,2.0,4,0.4599,1831.98,141.46,1919.97,1061.67
163,3.0,4,0.1969,1615.98,502.76,1920.00,1077.67
164,1.0,3,0.8646,671.03,459.56,813.17,766.43
164,2.0,4,0.4536,1831.87,141.26,1919.92,1062.23
164,3.0,4,0.1954,1615.76,501.82,1920.00,1077.63
165,1.0,3,0.8561,672.23,459.59,814.03,766.46
165,2.0,4,0.4589,1831.76,140.61,1919.86,1061.96
165,3.0,4,0.1871,1615.69,500.91,1920.00,1077.57
166,1.0,3,0.8642,673.36,459.38,815.22,766.47
166,2.0,4,0.4577,1831.76,140.43,1919.94,1062.80
166,3.0,4,0.1983,1615.88,501.26,1920.00,1077.51
167,1.0,3,0.8667,674.20,459.26,816.05,766.63
167,2.0,4,0.4646,1831.75,140.07,1919.85,1061.49
167,3.0,4,0.2006,1615.95,500.94,1920.00,1077.50
168,1.0,3,0.8656,674.86,458.86,816.47,766.45
168,2.0,4,0.4627,1831.63,138.50,1919.90,1061.89
168,3.0,4,0.2077,1616.22,501.27,1920.00,1077.49
169,1.0,3,0.8710,675.64,458.37,817.11,766.94
169,2.0,4,0.4622,1831.60,137.98,1919.81,1060.44
169,3.0,4,0.1916,1616.21,501.31,1920.00,1077.57
170,1.0,3,0.8770,675.86,458.01,817.13,767.34
170,2.0,4,0.4583,1831.52,138.58,1919.73,1060.68
170,3.0,4,0.1911,1615.84,499.77,1920.00,1077.60
171,1.0,3,0.8837,675.51,458.30,816.40,767.40
171,2.0,4,0.4582,1831.66,139.60,1919.76,1060.49
171,3.0,4,0.1922,1615.81,499.29,1920.00,1077.59
172,1.0,3,0.8877,674.86,458.67,815.11,766.78
172,2.0,4,0.4568,1831.62,139.48,1919.75,1060.40
172,3.0,4,0.1948,1615.92,499.61,1920.00,1077.62
173,1.0,3,0.8927,674.09,459.32,814.05,766.84
173,2.0,4,0.4589,1831.67,139.62,1919.73,1059.52
173,3.0,4,0.1922,1616.08,500.57,1920.00,1077.69
174,1.0,3,0.8922,674.04,459.73,813.76,766.56
174,2.0,4,0.4610,1831.62,139.00,1919.71,1058.85
174,3.0,4,0.1971,1616.23,501.38,1919.93,1077.68
175,1.0,3,0.8928,673.59,460.02,813.27,766.80
175,2.0,4,0.4673,1831.71,140.72,1919.62,1058.15
175,3.0,4,0.1996,1616.22,501.82,1919.74,1077.64
176,1.0,3,0.8949,673.42,459.95,812.92,766.25
176,2.0,4,0.4678,1831.76,142.10,1919.56,1057.60
176,3.0,4,0.2085,1616.30,502.17,1919.69,1077.65
177,1.0,3,0.8953,673.37,460.13,812.61,765.90
177,2.0,4,0.4652,1831.89,143.18,1919.66,1058.14
177,3.0,4,0.2073,1616.38,502.78,1919.54,1077.62
178,1.0,3,0.8943,673.46,460.10,812.42,765.53
178,2.0,4,0.4547,1832.05,143.85,1919.89,1059.84
178,3.0,4,0.2244,1616.58,503.94,1919.23,1077.48
179,1.0,3,0.8923,673.35,458.69,812.97,766.31
179,2.0,4,0.4577,1832.09,143.57,1919.98,1060.51
179,3.0,4,0.2108,1616.68,504.43,1919.20,1077.41
180,1.0,3,0.8880,673.95,459.56,813.29,767.07
180,2.0,4,0.4576,1831.98,144.21,1919.92,1061.57
180,3.0,4,0.2011,1616.39,504.16,1919.21,1077.43
181,1.0,3,0.8829,674.83,460.07,813.87,767.29
181,2.0,4,0.4477,1832.17,144.65,1920.00,1062.44
181,3.0,4,0.1891,1616.09,503.29,1919.45,1077.42
182,1.0,3,0.8784,676.41,459.49,815.47,767.15
182,2.0,4,0.4519,1832.44,147.94,1919.89,1060.62
182,3.0,4,0.2118,1616.12,502.65,1919.83,1077.50
183,1.0,3,0.8753,677.14,459.70,816.13,767.03
183,2.0,4,0.4480,1832.49,146.31,1920.00,1060.29
183,3.0,4,0.2099,1616.44,503.39,1919.77,1077.41
184,1.0,3,0.8730,678.38,460.38,816.99,766.57
184,2.0,4,0.4504,1832.43,145.39,1920.00,1060.52
184,3.0,4,0.2111,1616.43,503.15,1919.89,1077.40
185,1.0,3,0.8760,679.07,460.43,817.55,766.19
185,2.0,4,0.4513,1832.30,142.86,1920.00,1061.73
185,3.0,4,0.2135,1616.76,504.28,1919.72,1077.44
186,1.0,3,0.8788,679.87,460.50,818.36,765.52
186,2.0,4,0.4550,1832.40,142.88,1920.00,1062.08
186,3.0,4,0.2095,1616.85,504.67,1919.67,1077.44
187,1.0,3,0.8722,679.90,460.67,818.64,765.30
187,2.0,4,0.4609,1832.26,140.24,1920.00,1061.62
187,3.0,4,0.1977,1616.83,504.10,1919.91,1077.41
187,20.0,0,0.5584,1306.59,246.43,1376.42,296.00
188,1.0,3,0.8769,679.96,460.59,819.00,765.15
188,2.0,4,0.4573,1832.15,138.34,1920.00,1061.17
188,3.0,4,0.1967,1616.89,503.95,1920.00,1077.43
188,20.0,0,0.2302,1304.16,250.68,1371.37,298.45
189,1.0,3,0.8685,679.24,461.37,818.22,765.48
189,2.0,4,0.4535,1832.04,136.65,1920.00,1061.81
189,3.0,4,0.1958,1616.77,503.88,1919.96,1077.45
190,1.0,3,0.8637,679.13,461.76,818.33,766.23
190,2.0,4,0.4556,1832.01,137.12,1920.00,1062.51
190,3.0,4,0.2011,1616.81,504.48,1919.74,1077.45
190,20.0,0,0.6078,1295.25,262.00,1362.72,310.07
191,1.0,3,0.8621,679.32,461.94,818.67,766.56
191,2.0,4,0.4492,1831.97,137.97,1920.00,1062.86
191,3.0,4,0.2001,1616.49,503.98,1919.76,1077.52
191,20.0,0,0.5941,1290.84,269.11,1359.07,317.84
192,1.0,3,0.8651,679.70,462.26,818.96,766.91
192,2.0,4,0.4543,1831.87,137.38,1919.99,1062.97
192,3.0,4,0.1970,1616.73,504.09,1919.90,1077.46
192,20.0,0,0.7256,1285.34,276.56,1352.48,324.58
193,1.0,3,0.8580,679.34,462.16,819.07,767.43
193,2.0,4,0.4566,1831.98,137.57,1920.00,1062.58
193,3.0,4,0.2069,1617.07,505.06,1919.76,1077.42
193,20.0,0,0.6633,1279.20,283.05,1347.68,332.12
194,1.0,3,0.8564,678.92,462.14,818.80,767.62
194,2.0,4,0.4530,1832.06,138.70,1919.84,1060.72
194,3.0,4,0.2169,1617.07,504.89,1919.88,1077.48
194,20.0,0,0.4794,1275.16,290.65,1343.41,339.77
195,1.0,3,0.8586,679.80,462.45,819.93,767.83
195,2.0,4,0.4406,1832.15,140.86,1919.75,1060.64
195,3.0,4,0.2263,1616.63,503.88,1920.00,1077.56
195,20.0,0,0.6585,1270.98,300.77,1337.56,348.81
196,1.0,3,0.8520,680.19,462.33,821.38,768.34
196,2.0,4,0.4384,1832.23,141.91,1919.74,1060.52
196,3.0,4,0.2328,1616.42,503.48,1920.00,1077.63
196,20.0,0,0.7963,1266.16,310.24,1335.10,360.15
197,1.0,3,0.8488,681.20,462.23,823.73,768.70
197,2.0,4,0.4487,1832.07,141.04,1919.68,1060.21
197,3.0,4,0.2108,1616.34,503.18,1920.00,1077.68
197,20.0,0,0.8133,1260.66,320.21,1332.06,371.76
198,1.0,3,0.8505,681.90,462.36,825.53,768.60
198,2.0,4,0.4489,1832.00,140.41,1919.73,1060.57
198,3.0,4,0.2143,1616.26,502.83,1920.00,1077.70
198,20.0,0,0.7602,1255.64,331.34,1327.26,383.21
199,1.0,3,0.8503,681.83,462.45,826.89,768.61
199,2.0,4,0.4486,1832.17,140.97,1919.83,1060.47
199,3.0,4,0.2305,1616.41,503.05,1920.00,1077.64
199,20.0,0,0.8061,1254.04,345.44,1321.54,394.74
200,1.0,3,0.8603,682.59,462.54,829.64,769.22
200,2.0,4,0.4502,1832.22,141.30,1919.79,1059.69
200,3.0,4,0.2270,1616.24,502.22,1920.00,1077.68
200,20.0,0,0.7974,1249.42,353.65,1317.85,404.32
201,1.0,3,0.8569,683.46,462.41,832.60,768.84
201,2.0,4,0.4506,1832.26,142.93,1919.70,1059.53
201,3.0,4,0.2233,1616.18,502.36,1920.00,1077.69
201,20.0,0,0.8271,1247.33,365.64,1313.93,415.61
202,1.0,3,0.8791,684.22,462.22,834.77,766.71
202,2.0,4,0.4477,1832.23,143.46,1919.72,1060.28
202,3.0,4,0.2302,1616.23,502.77,1919.97,1077.70
202,20.0,0,0.8432,1242.87,377.93,1308.17,426.82
